hgnc_symbol	affy_primeview
TCEA1	11734918_s_at
TCEA1	
LINC02828	
NUBP1	
NUBP1	11756262_a_at
CEACAMP1	
GMNN	11754937_a_at
GMNN	
LMOD3	11748537_a_at
LMOD3	11740217_x_at
LMOD3	11740216_at
DNAJB1	11715445_a_at
DNAJB1	11715446_a_at
DNAJB1	11751427_a_at
DNAJB1	
ILKAP	11757416_a_at
ILKAP	
FTH1P4	
RN7SL698P	
RPS15AP16	
MARK2P17	
MARK3P3	
HNRNPA1P16	
MARK2P6	
TSR1	11732142_at
TSR1	11732143_at
TSR1	
	11748503_s_at
	11748151_at
ARPC3P4	
ATXN7	
ATXN7	11731022_a_at
ATXN7	11731023_a_at
ATXN7	11748420_a_at
ATXN7	11744609_a_at
ATXN7	11731024_s_at
DNAJB13	
DNAJB13	11735970_a_at
DNAJB13	11757714_x_at
SCARNA15	
WHAMM	11743620_x_at
WHAMM	11758086_s_at
COL23A1	11725021_at
COL23A1	
CAMSAP3	11742040_a_at
CAMSAP3	11757743_x_at
CAMSAP3	11744019_a_at
CAMSAP3	11755171_x_at
SENP8	11726494_a_at
NINJ2-AS1	
PAICS	11754596_x_at
PAICS	11719173_s_at
PAICS	
GGCT	11724225_a_at
GGCT	
SNORD91B	
SNORD91A	
LINC02455	
RNU4ATAC16P	
GRAMD2A	11727308_a_at
GRAMD2A	11727309_a_at
GRAMD2A	
UCP3	11731940_a_at
UCP3	11731939_a_at
RAD52	11731759_s_at
RAD52	11753545_x_at
RAD52	11753544_a_at
RAD52	11731758_at
RAD52	11748832_a_at
RAD52	11749968_a_at
RAD52	11746885_s_at
RAD52	11746886_x_at
RAD52	11746884_a_at
RAD52	11752970_a_at
RAD52	11731760_a_at
RAD52	11731761_x_at
CYB561	11721691_x_at
CYB561	11754284_s_at
CYB561	11751429_x_at
CYB561	11721690_a_at
CYB561	11721692_x_at
CYB561	11749971_x_at
CYB561	11721693_a_at
CYB561	11751210_a_at
CYB561	11761107_at
CYB561	
BTN1A1P1	
RNU6-502P	
HCG11	
HMGN4	11743647_at
HMGN4	
RN7SL646P	
TRPC6P10	
H2AC15	11715162_s_at
H2AC15	11759220_at
H2BC16P	
RN7SKP70	11760313_a_at
RN7SKP70	11760314_at
RN7SKP70	11748024_a_at
H2AC16	11737572_x_at
H2AC16	11759248_at
H1-5	11738438_at
H3C11	11733426_at
H4C13	11738601_at
H3C12	11741809_at
H3C12	11740125_x_at
CRHR2	11750978_a_at
CRHR2	11759314_at
CRHR2	
H2AC17	11740124_at
H2AC17	11740125_x_at
TVP23A	11763608_a_at
TVP23A	11735446_x_at
TVP23A	11735447_a_at
TVP23A	
H2BC17	11742176_s_at
RNU7-26P	
MIR6792	11742040_a_at
MIR6792	11757743_x_at
MIR6792	11744019_a_at
MIR6792	11755171_x_at
OR2B2	11738612_at
XAB2	11757909_a_at
PPME1	
PPME1	11744165_a_at
LINC01327	
PARP6	
PARP6	11718542_a_at
ZBBX	11746749_a_at
ZBBX	
DNAAF11	11743089_a_at
DNAAF11	
KRT18P28	
CLDN22	11751785_a_at
CLDN22	11742227_at
TMCC2	11721929_x_at
TMCC2	11721930_a_at
TMCC2	11721928_a_at
TMCC2	11721931_s_at
TMCC2	11744965_x_at
TMCC2	11748353_a_at
TMCC2	
DTHD1	11747234_a_at
DTHD1	11737192_a_at
DTHD1	
DEXI	11724719_s_at
DEXI	11749396_s_at
DEXI	11724718_a_at
HES6	11718790_at
HES6	
COG7	11745382_x_at
COG7	
PCP2	11727210_at
PM20D1	11729067_a_at
	11727210_at
RPS27AP19	
C9orf24	11730044_a_at
C9orf24	
TLR2	
TLR2	11754833_a_at
TLR2	11736274_at
TLR2	11736273_a_at
SNX16	11730052_a_at
SNX16	11739853_a_at
SNX16	11730054_s_at
SNX16	11730053_a_at
SNX16	
RETN	11730007_a_at
RETN	11730008_x_at
NPNT	
NPNT	11718435_a_at
NPNT	11718434_a_at
FAM219A	11717792_a_at
FAM219A	11746703_a_at
FAM219A	
PER2	11762382_x_at
PER2	11758315_s_at
PER2	11753100_a_at
PER2	11750155_a_at
PER2	
RN7SKP23	
	11722445_a_at
TRAPPC5	11722445_a_at
GGA2	11722375_a_at
GGA2	11722373_a_at
GGA2	11722374_a_at
GGA2	11722372_a_at
GGA2	
PPIAP55	
TGIF2P1	
FCER2	11756817_a_at
FCER2	
RNA5SP343	
RPL23AP16	
ZNF670-ZNF695	11748155_a_at
C5orf60	11753412_a_at
C5orf60	11738672_s_at
C5orf60	
GARS1	11757855_a_at
GARS1	11753958_a_at
GARS1	
ACE	
ACE	11752871_a_at
ACE	11744189_a_at
ACE	11737789_a_at
ACE	11761789_at
ZNF692-DT	
KCNJ1	11724453_a_at
KCNJ1	11741318_a_at
KCNJ1	11741364_a_at
NUP133	11723924_a_at
NUP133	
BIN3	11720801_a_at
BIN3	11720802_s_at
BIN3	
WNK2	11736887_a_at
WNK2	11755378_x_at
WNK2	
POLD4	11754788_x_at
POLD4	11745005_x_at
POLD4	11719726_a_at
TRAF3IP1	11731094_a_at
TRAF3IP1	11731095_x_at
TRAF3IP1	
LPCAT3	11757008_a_at
LPCAT3	11757009_x_at
LPCAT3	11746281_a_at
LPCAT3	11755123_x_at
LPCAT3	11761527_a_at
LPCAT3	
TMEM45A	11728022_a_at
TMEM45A	
	11754788_x_at
	11745005_x_at
	11719726_a_at
RN7SKP239	
LINC01717	
CLCF1	11749378_a_at
CLCF1	11725767_at
CLCF1	11725768_a_at
LINC01704	
RPL21P129	
CLEC4GP1	
RNU6-1238P	
PRELID1P5	
EXOSC3P2	
LINC01743	
PPP1CA	11754633_x_at
PPP1CA	11737907_s_at
PPP1CA	
PRR36	
YAE1-DT	
RGS21	11738545_at
YAE1	
YAE1	11758242_s_at
LYPLA2P2	
RGS1	11742765_at
RGS1	
RGS1	11760967_at
LRRC8E	11727264_at
LRRC8E	
ABI3BP	11748945_a_at
ABI3BP	11719843_a_at
ABI3BP	
CCNYL7	
KLHL30-AS1	
EARS2	11726739_x_at
EARS2	11751017_a_at
EARS2	11726740_s_at
EARS2	11726738_a_at
EARS2	
MIR1244-1	11757056_x_at
PDE6D	11719201_at
PDE6D	11719200_a_at
PDE6D	
RALA	11717757_s_at
RALA	11717756_s_at
RALA	11717758_x_at
RALA	
MAP2K7	11752702_a_at
MAP2K7	11723597_at
MAP2K7	11723596_a_at
MAP2K7	11723595_s_at
MAP2K7	11723598_x_at
MAP2K7	
RGS22	11743710_a_at
RGS22	11750661_a_at
RGS22	11750718_a_at
RGS22	
RNU6-719P	
CICP22	
SSBP3P1	11740116_s_at
SSBP3P1	11722640_s_at
LINC00265	
RPL28P2	
RGS5-AS1	
MIR1471	
NPPC	11738510_s_at
LINC01774	
MIR653	
MIR489	
CALCR	11736981_a_at
CALCR	11736980_a_at
DIS3L2	11744754_a_at
DIS3L2	11752315_a_at
DIS3L2	11743637_a_at
DIS3L2	11743638_x_at
DIS3L2	
ABL2	11741745_a_at
ABL2	11740840_a_at
ABL2	11743675_x_at
ABL2	11742113_a_at
ABL2	
	11744189_a_at
ACE3P	
FAM136DP	
ANAPC4	11720137_a_at
ANAPC4	
SUB1P4	
MAP3K3	11737820_a_at
MAP3K3	11720218_a_at
MAP3K3	11720219_a_at
MAP3K3	
UBFD1	11754648_a_at
UBFD1	
BARHL1	11735308_at
SNAPC2	11717270_a_at
SNAPC2	
TBC1D10C	11734139_a_at
TBC1D10C	11756946_x_at
TBC1D10C	
DDX31	11750684_a_at
DDX31	11724298_a_at
DDX31	11724299_s_at
DDX31	11744851_a_at
DDX31	11737700_a_at
DDX31	11737701_at
DDX31	11761186_at
	11750605_a_at
CTXN1	11723137_at
NDUFAB1	
NDUFAB1	11715616_a_at
TIMM44	11744280_a_at
TIMM44	
ALDOB	11739163_a_at
ALDOB	11739162_a_at
ALDOB	11750290_x_at
ALDOB	11750289_a_at
ALDOB	
RPS6KB2	11760951_x_at
RPS6KB2	11747561_s_at
RPS6KB2	11747560_a_at
RPS6KB2	11742837_x_at
RPS6KB2	
DCTN5	11734743_a_at
DCTN5	11750302_a_at
DCTN5	11754387_a_at
DCTN5	11757285_a_at
DCTN5	
MIR562	
NRBF2P6	
ECEL1P3	
ALPP	
ALPP	11723748_at
ALPP	11752432_s_at
SPPL2B	
SPPL2B	11759790_at
SPPL2B	11729293_a_at
SPPL2B	11726408_a_at
SPPL2B	11729292_a_at
TRMO	11723750_a_at
TRMO	11761310_a_at
TRMO	
C1QTNF7	11741565_a_at
C1QTNF7	11738411_a_at
C1QTNF7	11758695_s_at
C1QTNF7	11732036_x_at
C1QTNF7	
CA9	11723327_x_at
CA9	11752982_x_at
CA9	11723326_at
CA9	
CFAP299	11756018_a_at
CFAP299	
	11756950_a_at
ECEL1P2	
ALPG	11727334_at
CELF6	11724153_at
CELF6	11756950_a_at
CELF6	11749804_a_at
GUCY1A1	11741088_a_at
GUCY1A1	11722140_a_at
GUCY1A1	11739830_a_at
GUCY1A1	11749919_a_at
GUCY1A1	11722138_s_at
GUCY1A1	11722136_at
GUCY1A1	11722139_at
GUCY1A1	11758520_s_at
GUCY1A1	11722137_a_at
GUCY1A1	11735471_a_at
PPT2	11753258_s_at
SARDH	11756339_x_at
SARDH	11747536_a_at
SARDH	11752059_a_at
SARDH	11741080_a_at
SARDH	11738127_x_at
SARDH	11738128_a_at
SARDH	11738129_x_at
SARDH	11738126_a_at
SARDH	
SARDH	11762653_at
CSMD1	11750586_a_at
CSMD1	11729708_a_at
CSMD1	11729709_a_at
CSMD1	
ECEL1P1	
PLK1	11750302_a_at
PLK1	11716727_x_at
PLK1	11716726_a_at
PLK1	
DIS3L2P1	
ALPI	11749765_a_at
ALPI	11732474_at
GZMB	11724900_a_at
ECEL1	11730646_a_at
MBNL3	11763736_a_at
MBNL3	11734953_at
MBNL3	11734952_a_at
MBNL3	11735581_a_at
MBNL3	11763780_a_at
MBNL3	11763737_x_at
	11724153_at
	11756829_x_at
	11749804_a_at
ZNF493	
ZNF493	11754702_x_at
ZNF493	11738261_at
RPL12P35	
ARID3B	11722475_a_at
ARID3B	11748808_a_at
ARID3B	11748809_s_at
ARID3B	
EEF1DP7	
RPS6KB2-AS1	
PTPRCAP	11718849_at
SYNE2	11745143_a_at
SYNE2	11756450_s_at
SYNE2	11718650_a_at
SYNE2	11735778_a_at
SYNE2	11718649_a_at
SYNE2	
LIMD2	11720096_a_at
LIMD2	11720097_at
LIMD2	
CORO1B	11717487_x_at
CORO1B	11718849_at
CORO1B	11758178_s_at
CORO1B	
CORO1B	11761218_x_at
CORO1B	11761217_at
LINC00664	
RNU6-231P	
MIR548AP	
LINC01584	
BNIP3P26	
CD209	11731872_x_at
CD209	11731873_a_at
CD209	11731871_a_at
CD209	11741961_a_at
RNA5SP181	
PGBD2	11737528_s_at
PGBD2	11734166_a_at
NIPBL-DT	
PPIAP37	
RNA5SP400	
RAC1P7	
KRT18P31	
NENFP3	
AGBL1-AS1	
FLVCR1	11730421_x_at
FLVCR1	11730422_at
FLVCR1	11730420_at
FLVCR1	
ARSI	11726184_at
ARSI	11726183_at
KPNB1	11743115_a_at
KPNB1	11744840_s_at
KPNB1	11744839_a_at
KPNB1	11743116_s_at
KPNB1	11764036_s_at
KPNB1	
AGBL1	11750236_a_at
AGBL1	11741258_at
AGBL1	
TCOF1	11725064_x_at
TCOF1	11751062_x_at
TCOF1	11751061_a_at
TCOF1	11725065_a_at
TCOF1	
TCOF1	11733613_at
POU6F2	11740792_s_at
POU6F2	
JPT2	11756689_a_at
JPT2	11756690_x_at
JPT2	11728659_a_at
JPT2	
JPT2	11728660_at
JPT2	11745225_a_at
PRSS56	
SLC41A1	11720412_a_at
SLC41A1	
PPT2-EGFL8	11753258_s_at
PPT2-EGFL8	11751168_s_at
PPT2-EGFL8	11762111_x_at
PPT2-EGFL8	11731608_s_at
GPR152	11734634_at
MYLK-AS2	
TMOD2	11742186_a_at
TMOD2	11739769_a_at
TMOD2	11750621_a_at
TMOD2	11739770_s_at
TMOD2	
MIR5002	
TMEM134	11729923_a_at
TMEM134	11757577_x_at
TMEM134	11747375_a_at
TMEM134	11760888_at
RPL7P15	
CHRND	11750952_a_at
CHRND	11760340_at
CHRND	11746266_a_at
CHRND	11751407_a_at
CHRND	11746267_x_at
CHRND	11750953_x_at
RAB7A	11722812_s_at
RAB7A	11722811_s_at
RAB7A	11753390_x_at
RAB7A	
MIR4442	
CRIP1P2	
SAPCD2P3	
RPL35P5	
	11742970_at
	11748733_a_at
NGLY1	11726541_x_at
NGLY1	11730767_x_at
NGLY1	11730766_a_at
NGLY1	11756037_x_at
NGLY1	11726540_a_at
NGLY1	
GTF2IP23	
RNU6-1254P	
LINC02604	11748673_at
USH2A	11737575_at
USH2A	
USH2A	11738324_at
GIMAP2	
GIMAP2	11726392_at
CIZ1	11729525_x_at
CIZ1	11757804_x_at
CIZ1	
GLUD1	11750168_x_at
GLUD1	11716208_s_at
GLUD1	11716207_s_at
GLUD1	11716206_a_at
GLUD1	
GIMAP1	11731065_a_at
GIMAP1	11731066_x_at
	11739610_a_at
	11739613_x_at
	11739612_s_at
	11739611_a_at
	11717128_a_at
GIMAP1-GIMAP5	11720364_a_at
STX5	11748552_a_at
STX5	11717259_a_at
STX5	
GIMAP3P	
BET1P1	
TMEM176B	11719871_a_at
CLN6	11717128_a_at
CLN6	11751706_a_at
CLN6	
CHRNG	11752947_a_at
CHRNG	11742077_at
CHRNG	
MIR3177	
WAS	
WAS	11721694_x_at
ABCA17P	
CCNF	11727535_a_at
CCNF	11727536_x_at
CCNF	
RNU6-1132P	
RNA5-8SP5	
MIR663B	
CDC27P1	
FAM201B	
RNU6-175P	
YBX1P7	
VPS54	11715225_s_at
TONSL	11734122_x_at
TUBB4BP3	
RPL12P43	
SAGE4P	
SAGE3P	
SAGE2P	
CT45A1	11731782_s_at
TMEM176A	11720217_a_at
TMEM176A	
MIR6767	
TBX21	11732538_at
TBX21	
TEDC2	11743182_x_at
TEDC2	11744903_a_at
TEDC2	11756261_x_at
TEDC2	11743181_a_at
TEDC2	
MGAT2P1	
CT45A5	11731782_s_at
GDF6	11753138_a_at
GDF6	11734363_at
OSBPL7	11735604_a_at
OSBPL7	11751120_x_at
OSBPL7	11735603_a_at
OSBPL7	11751119_a_at
OSBPL7	
C8orf58	11725005_s_at
C8orf58	11725003_s_at
C8orf58	11725004_a_at
ACE2	11725626_a_at
ACE2	11725624_at
ACE2	11725625_s_at
COX6CP5	
CASC23	
HMGN2P40	
TUB	11749206_a_at
TUB	11728853_a_at
TUB	11728852_a_at
RNU6-1108P	
PELI1	11733060_a_at
PELI1	11745912_a_at
PELI1	11744529_a_at
PELI1	11733061_s_at
PELI1	
RNU6-1332P	
RNU6-966P	
RNU1-78P	
GUCY1B1	11745987_a_at
GUCY1B1	11726581_a_at
TERB2	11737449_at
TERB2	11737450_x_at
TBC1D25	11748753_a_at
TBC1D25	11748734_s_at
TBC1D25	11722611_at
PEX11G	11729537_at
LINC02817	
RNA5SP239	
ST7-AS1	
ST7-OT4	
RPL23AP25	
LINC00309	
INSYN1	11731209_s_at
EXD1	11755545_x_at
EXD1	11734473_a_at
EXD1	
MIR4433B	
MIR4433A	
RPL23AP37	
RN7SKP43	
TPM3P1	
PSD3	11719028_a_at
PSD3	11719026_a_at
PSD3	11719027_a_at
PSD3	11745940_a_at
PSD3	11745941_a_at
PSD3	
RPL31P13	
RPL7L1P9	
MIR6809	
DIRC3	
MIR6132	
SMYD3-AS1	
ST7-AS2	
ZNF670	11736327_a_at
TFE3	11743855_a_at
TFE3	11748029_a_at
TFE3	
ADSS2	11743362_s_at
ADSS2	11747249_a_at
ADSS2	11743361_at
ADSS2	
RPL32P11	
TAF9BP1	
RNU6-848P	
MTND4P6	
CYP4F30P	
FAM222A	11742079_s_at
FAM222A	11742078_a_at
FAM222A	
MTCYBP6	
OXSM	
OXSM	11730659_s_at
PLA2G4B	11757193_s_at
PLA2G4B	
RN7SL771P	
ADCK2	11718906_a_at
ADCK2	11745039_a_at
ADCK2	11718907_x_at
FAR2P3	
FAR2P3	11746484_s_at
FAR2P3	11746485_x_at
TUB-AS1	
FAM222A-AS1	
RN7SL351P	
KLF2P3	
MIR4497	
SRPRA	11715472_a_at
SRPRA	11715471_a_at
SRPRA	11758316_s_at
SRPRA	11748071_a_at
SRPRA	11715473_at
SRPRA	
GPR148	11738488_a_at
RN7SL441P	
RNU6-399P	
LINC01465	11737214_at
LINC01465	11737213_at
MIR6721	11751668_a_at
MIR6721	11750187_a_at
MIR6721	11750188_x_at
HDAC6	11725083_s_at
HDAC6	11754957_a_at
HDAC6	11750582_a_at
HDAC6	11756962_x_at
HDAC6	11751547_a_at
HDAC6	11748402_a_at
HDAC6	11760940_at
HDAC6	
MIRLET7IHG	
CYCSP8	
ARHGAP42P1	
MIRLET7I	
	11716139_s_at
	11716140_x_at
RPL32P26	
TEX45	
TEX45	11730043_at
TEX45	11730042_a_at
TEX45	11761797_at
PLD5	11735410_a_at
PLD5	
SSBP3P2	
LINC00692	
MTCYBP10	
ZNF280D	11734230_a_at
ZNF280D	11730963_a_at
ZNF280D	
ZNF280D	11762388_at
ZNF280D	11759694_at
ZNF280D	11741209_a_at
ZNF280D	11744738_a_at
MTND6P10	
MTND5P23	
MRPL10	11744118_a_at
MRPL10	
TRPV4	11745675_a_at
TRPV4	11722969_s_at
TRPV4	11722968_a_at
TRPV4	11741758_x_at
TRPV4	
MIR1224	11730583_a_at
MIR6768	11743182_x_at
MIR6768	11744903_a_at
MIR6768	11756261_x_at
MIR6768	11743181_a_at
TEDC2-AS1	
MTND4P21	
NTN3	11735888_at
MTND3P18	
MTCO3P18	
ALG3	11727061_a_at
ALG3	11749588_a_at
ALG3	
NDUFB2	11744822_a_at
NDUFB2	
MTATP6P4	
MTCO2P18	
MTCO1P18	
MTND2P18	
	11715787_x_at
MTND1P26	
MIR6833	11757623_s_at
	11725431_at
	11753676_x_at
	11753713_x_at
ATP6V0C	11715787_x_at
ATP6V0C	
MED15P3	
LINC01120	
GNAQP1	11733108_at
GNAQP1	11756067_a_at
NOC2LP2	11746519_x_at
RHOQP2	
LRRC46	
LRRC46	11727983_a_at
	11744035_x_at
	11758662_s_at
MZT2A	
MZT2A	11754569_x_at
MZT2A	11720810_a_at
ZNF358	11744035_x_at
ZNF358	11758662_s_at
NXNP1	
	11744583_s_at
	11744011_s_at
ELF3-AS1	
MCOLN1	11718554_a_at
MCOLN1	11748969_a_at
MCOLN1	
CEMP1	11759418_at
CEMP1	11715303_s_at
CEMP1	
BANF1P4	
LINC02665	
COX6CP17	
LMOD1	11748598_a_at
LMOD1	11718335_a_at
LMOD1	11750893_a_at
LMOD1	11718337_a_at
LMOD1	11718336_x_at
RNU6-535P	
MIR3178	
RN7SKP167	
PDPK1	
PDPK1	11756248_a_at
PDPK1	11719709_x_at
PDPK1	11719708_a_at
PDPK1	11719711_a_at
PDPK1	11719710_a_at
PDPK1	11761057_s_at
FGFR2	11762987_x_at
FGFR2	11762745_x_at
FGFR2	11751508_a_at
FGFR2	11740409_a_at
FGFR2	11740394_a_at
FGFR2	11752116_a_at
FGFR2	11753370_s_at
FGFR2	11740159_x_at
FGFR2	11739249_a_at
FGFR2	11740395_a_at
FGFR2	11762105_at
FGFR2	
SCRN2	11722256_a_at
SCRN2	11732517_a_at
SCRN2	11722257_x_at
SCRN2	
TUBA3D	11731689_x_at
TUBA3D	
NDUFB2-AS1	
RNU6-85P	
CCT4P1	
ACBD6	
ACBD6	11757520_s_at
ACBD6	11720638_a_at
MRPS33	11733134_a_at
MRPS33	
RPL35AP26	
DCPS	11717953_a_at
MIR4784	
	11752588_s_at
ARHGEF4	11752699_a_at
ARHGEF4	11725181_a_at
ARHGEF4	11752534_x_at
ARHGEF4	11750910_a_at
ARHGEF4	
EEF1AKMT4	11724574_a_at
EEF1AKMT4	11724575_at
EEF1AKMT4-ECE2	11724574_a_at
EEF1AKMT4-ECE2	11731339_a_at
EEF1AKMT4-ECE2	11740737_a_at
EEF1AKMT4-ECE2	11740738_x_at
EEF1AKMT4-ECE2	11742058_a_at
WDFY3	11735911_a_at
WDFY3	11743469_a_at
WDFY3	11743471_a_at
WDFY3	11743470_a_at
WDFY3	11735912_a_at
WDFY3	11758068_s_at
WDFY3	
WDFY3	11740917_at
KCNH1	11738518_a_at
KCNH1	11735587_a_at
KCNH1	
PNPLA6	11718554_a_at
PNPLA6	11744537_a_at
PNPLA6	11751934_a_at
PNPLA6	11752867_a_at
PNPLA6	11719565_x_at
PNPLA6	
RPS14	11725714_a_at
RPS14	11725715_x_at
RPS14	11715540_s_at
RPS14	
KPNA2	11754765_s_at
KPNA2	
CIBAR1	11739365_x_at
CIBAR1	11750301_x_at
CIBAR1	11739364_s_at
CIBAR1	
ST3GAL4	
ST3GAL4	11717813_a_at
ST3GAL4	11754117_a_at
ST3GAL4	11717814_x_at
CPA2	11720699_at
CPA2	11750367_a_at
CPA2	
CAMK2N2	11727744_at
CAMK2N2	11727743_at
RPL31P57	
PECAM1	11757545_x_at
PECAM1	11720644_a_at
PECAM1	
RNU6-603P	
SLC1A3	11752464_a_at
SLC1A3	11726252_a_at
SLC1A3	11726251_a_at
SLC1A3	
SLC1A3	11760069_at
SLC1A3	11762224_at
PSMD2	
PSMD2	11758266_s_at
PSMD2	11758702_s_at
PSMD2	11715565_at
MILR1	11746026_x_at
MILR1	11746025_a_at
MILR1	11737921_a_at
MILR1	
CPA4	11749444_a_at
CPA4	11729128_at
CPA4	11729129_a_at
CPA4	
POLG2	11723763_a_at
POLG2	
EXOC1L	
OR4F6	11738768_at
DAPL1	11724085_at
DAPL1	
FGB	11755934_x_at
FGB	11715628_a_at
FGB	11758728_at
FGB	11746819_a_at
FGB	
OR4F15	11738769_at
BCL2L10	11756013_a_at
BCL2L10	11759436_at
CPA1	11747002_a_at
CPA1	11719446_a_at
NEDD4	11735016_a_at
NEDD4	11750554_a_at
NEDD4	11725574_a_at
NEDD4	
PDPK2P	
PDPK2P	11761057_s_at
TBC1D24	11725773_a_at
TBC1D24	11725775_a_at
TBC1D24	11725774_a_at
TBC1D24	
TMEM68	
TMEM68	11733933_x_at
TMEM68	11733932_s_at
TMEM68	11744788_x_at
TMEM68	11745928_a_at
TMEM68	11760192_s_at
TMEM68	11760193_at
INPP4A	11738811_a_at
INPP4A	11736256_a_at
INPP4A	11742020_a_at
INPP4A	11736255_a_at
INPP4A	
ATP5MFP4	
MIR3064	11757332_x_at
MIR3064	11745795_s_at
MIR3064	200033_PM_at
MIR3064	11750815_s_at
MIR5047	11757332_x_at
MIR5047	11745795_s_at
MIR5047	11750815_s_at
SMURF2	11723820_a_at
SMURF2	11723821_a_at
SMURF2	11748382_a_at
SMURF2	
MESTIT1	11757201_at
MEST	11756568_a_at
MEST	11758268_s_at
MEST	11717196_a_at
MEST	11723029_x_at
MEST	11751454_x_at
MEST	11723028_a_at
MEST	
FAT4	11725267_a_at
FAT4	11725268_s_at
FAT4	
ST7L	11735002_a_at
ST7L	11741628_x_at
ST7L	11754186_x_at
ST7L	11756530_x_at
ST7L	11735003_a_at
ST7L	11741627_a_at
ST7L	11735001_a_at
ST7L	11737442_x_at
ST7L	11737441_a_at
ST7L	
RNU6-746P	
LRRC34P2	
FCF1P8	
SRD5A3-AS1	
MROH5	
MICOS10P2	
KPNA2P3	11754765_s_at
TMEM165	11716589_x_at
TMEM165	11747075_a_at
TMEM165	11716588_at
TMEM165	
TMEM165	11760504_at
TMEM165	11760505_s_at
DDX5	11757332_x_at
DDX5	11745795_s_at
DDX5	11733798_at
DDX5	200033_PM_at
DDX5	11750815_s_at
DDX5	
RRM2B	11736192_at
RRM2B	11753752_x_at
RRM2B	11748815_a_at
RRM2B	11753877_x_at
RRM2B	11753420_a_at
RRM2B	11736194_a_at
RRM2B	11754177_a_at
RRM2B	11736193_a_at
RRM2B	11754178_x_at
RRM2B	
CDC23	11752517_a_at
CDC23	11757838_s_at
CDC23	11721444_a_at
CDC23	
CDC23	11759740_x_at
RN7SL353P	
TUBB2B	11725298_x_at
PSMG4	
PSMG4	11743499_a_at
PSMG4	11731252_a_at
PSMG4	11743500_x_at
PSMG4	11738272_a_at
PSMG4	11738274_x_at
PSMG4	11738273_at
EIF4G1	11726568_x_at
EIF4G1	11726567_a_at
EIF4G1	11726566_a_at
EIF4G1	
FGFR3	11755786_a_at
FGFR3	11717969_a_at
FGFR3	
GFRA3	11724422_a_at
GFRA3	11748792_a_at
SLC22A23	11741625_a_at
SLC22A23	11743549_a_at
SLC22A23	11743548_a_at
SLC22A23	11747140_a_at
SLC22A23	
GAPVD1	11760639_at
GAPVD1	11746976_a_at
GAPVD1	
GAPVD1	11755390_a_at
GAPVD1	11746385_a_at
GAPVD1	11746977_a_at
GAPVD1	11723348_a_at
GAPVD1	11746978_a_at
GAPVD1	11723349_x_at
GLTP	11719592_at
GLTP	11719591_s_at
GLTP	
RPS27AP18	
CDC25C	11748104_a_at
CDC25C	11720835_a_at
CDC25C	
RGPD3	11740785_x_at
RGPD3	11752004_s_at
RGPD3	11740763_x_at
RGPD3	11762357_x_at
RGPD3	11740762_s_at
RGPD3	11722814_s_at
RGPD3	11731146_s_at
OR7E85BP	11715160_x_at
OR7E85BP	11759457_x_at
UNC93B8	
MIR6506	
MIR484	
OR7E111FP	
SNRPCP16	
ENPP7P10	
NDFIP1P1	
ZKSCAN7P1	
PLCZ1	
PLCZ1	11754905_a_at
TRIM2	11722860_a_at
TRIM2	11722861_s_at
TRIM2	11722862_x_at
TRIM2	
RMDN2	
RMDN2	11737195_a_at
RMDN2	11763512_x_at
RMDN2	11749586_x_at
RMDN2	11763511_a_at
RMDN2	11749585_a_at
RAD21	11754303_s_at
RAD21	11716438_at
RAD21	11716437_a_at
RAD21	11716436_s_at
RAD21	
TUBB2A	11719789_x_at
TUBB2A	11719788_s_at
C8orf89	
ADGRB1	11715246_x_at
ADGRB1	
COL12A1	11757018_a_at
COL12A1	11751896_a_at
COL12A1	11763617_a_at
COL12A1	
SLC35F3-AS1	
CLEC4M	11742268_x_at
CLEC4M	11740839_a_at
CLEC4M	11750464_x_at
CLEC4M	11745082_x_at
CLEC4M	11749203_x_at
CLEC4M	11745081_a_at
CLEC4M	11742269_x_at
CLEC4M	11733341_a_at
CLEC4M	11750462_a_at
CLEC4M	11750463_a_at
RBBP5	11736179_a_at
RBBP5	11736180_x_at
RBBP5	11760373_at
RBBP5	11749736_a_at
RBBP5	
FAM53C	11719058_a_at
FAM53C	
FAM53C	11724756_s_at
METRN	11729728_a_at
METRN	11729729_x_at
PSMC1P9	
	11729028_at
CAPZA3	11729028_at
PIK3C2G	11731690_a_at
PIK3C2G	
ANTKMT	11724933_a_at
PREPL	11718391_a_at
PREPL	11718393_s_at
PREPL	11718392_s_at
PREPL	11742200_a_at
PREPL	11754420_a_at
PREPL	
HGS	11748740_x_at
HGS	11751648_a_at
HGS	
HGS	11763627_a_at
KDM3B	11751889_s_at
KDM3B	11739436_a_at
KDM3B	
PFKFB1	11750181_a_at
KIRREL3-AS1	
XPR1	11736154_a_at
XPR1	11736155_a_at
XPR1	11736153_s_at
XPR1	11736152_a_at
XPR1	11741308_a_at
XPR1	
LYVE1	11756822_s_at
LYVE1	11748698_s_at
PTBP1	11742456_a_at
PTBP1	11742457_s_at
PTBP1	11742677_x_at
PTBP1	11742678_s_at
PTBP1	
CIAO3	11752672_x_at
CIAO3	11734545_a_at
CIAO3	11746078_x_at
CIAO3	11746077_a_at
CIAO3	11752671_a_at
CIAO3	11755836_x_at
CIAO3	11762971_x_at
CIAO3	11762953_a_at
CIAO3	11763786_x_at
CIAO3	
PLEC	11715926_s_at
PLEC	
TDRD9	11725154_a_at
TDRD9	
